id,timestamp,location,current_speed_kmh,free_flow_speed_kmh,speed_ratio,traffic_level,confidence
84,2026-01-12 21:21:11,PHỐ ẨM THỰC PHAN BỘI CHÂU,29.0,39.0,0.74,DONG,0.95627
85,2026-01-12 21:21:11,HAI BÀ TRƯNG - LÊ THÁNH TÔNG,19.0,33.0,0.58,DONG,0.965873
86,2026-01-12 21:21:11,NGUYỄN HUỆ,29.0,39.0,0.74,DONG,0.95627
87,2026-01-12 21:21:11,CHU VĂN AN - NGUYỄN TẤT THÀNH,39.0,39.0,1.0,THOANG,1.0
88,2026-01-12 21:21:11,HÀ HUY TẬP - ĐÔ ĐỐC BẢO,30.0,38.0,0.79,DONG,0.954815
89,2026-01-12 21:21:11,ĐẠI HỌC QUY NHƠN,39.0,39.0,1.0,THOANG,1.0
90,2026-01-12 21:21:11,VÕ THỊ YẾN - TRẦN VĂN ƠN,39.0,39.0,1.0,THOANG,1.0
91,2026-01-12 21:21:11,NGUYỄN TRUNG TÍN - AN DƯƠNG VƯƠNG,31.0,39.0,0.79,DONG,0.942886
92,2026-01-12 21:21:11,CHƯƠNG DƯƠNG - AN DƯƠNG VƯƠNG,31.0,39.0,0.79,DONG,0.942886
93,2026-01-12 21:21:11,NGUYỄN THỊ ĐỊNH -TRẦN VĂN ƠN,24.0,37.0,0.65,DONG,0.989055
94,2026-01-12 21:21:11,TRƯỜNG TIỂU HỌC NGÔ MÂY,24.0,37.0,0.65,DONG,0.989055
95,2026-01-12 21:21:11,THPT NGUYỄN THÁI HỌC,23.0,37.0,0.62,DONG,0.983853
96,2026-01-12 21:21:11,NGUYỄN TẤT THÀNH - LÊ HỒNG PHONG,31.0,39.0,0.79,DONG,0.957958
97,2026-01-12 21:21:11,NGUYỄN THIỆP,23.0,23.0,1.0,THOANG,1.0
98,2026-01-12 21:21:11,BỆNH VIỆN ĐA KHOA TỈNH BÌNH ĐỊNH,24.0,34.0,0.71,DONG,0.94
99,2026-01-12 21:21:11,NGỌC HÂN CÔNG CHÚA,30.0,39.0,0.77,DONG,0.926216
100,2026-01-12 21:21:11,DIÊN HỒNG - TRƯỜNG CHINH,24.0,37.0,0.65,DONG,0.989055
101,2026-01-12 21:41:41,NGÃ 5 ĐỐNG ĐA,52.0,52.0,1.0,THOANG,1.0
102,2026-01-12 21:41:41,HOÀNG VĂN THỤ - TâY SƠN,49.0,49.0,1.0,THOANG,1.0
103,2026-01-12 21:41:41,VÒNG XOAY QUẢNG TRƯỜNG NTT,30.0,39.0,0.77,DONG,0.955951
104,2026-01-12 21:41:41,VÒNG XOAY NGUYỄN THÁI HỌC,39.0,39.0,1.0,THOANG,1.0
105,2026-01-12 21:41:41,NGÃ 3 THÁP ĐÔI,31.0,39.0,0.79,DONG,0.959261
106,2026-01-12 21:41:41,NGUYỄN THỊ ĐỊNH - TRẦN QUANG KHẢI,49.0,49.0,1.0,THOANG,1.0
107,2026-01-12 21:41:41,NGUYỄN THÁI HỌC - LÊ DUẨN,24.0,37.0,0.65,DONG,1.0
108,2026-01-12 21:41:41,TĂNG BẠT HỔ - PHAN CHU TRINH,22.0,34.0,0.65,DONG,0.93289
109,2026-01-12 21:41:41,PHỐ ẨM THỰC PHAN BỘI CHÂU,31.0,39.0,0.79,DONG,0.959261
110,2026-01-12 21:41:41,HAI BÀ TRƯNG - LÊ THÁNH TÔNG,22.0,34.0,0.65,DONG,0.93289
111,2026-01-12 21:41:41,NGUYỄN HUỆ,31.0,39.0,0.79,DONG,0.959261
112,2026-01-12 21:41:41,CHU VĂN AN - NGUYỄN TẤT THÀNH,30.0,39.0,0.77,DONG,0.955951
113,2026-01-12 21:41:41,HÀ HUY TẬP - ĐÔ ĐỐC BẢO,39.0,39.0,1.0,THOANG,1.0
114,2026-01-12 21:41:41,ĐẠI HỌC QUY NHƠN,30.0,39.0,0.77,DONG,0.955951
115,2026-01-12 21:41:41,VÕ THỊ YẾN - TRẦN VĂN ƠN,30.0,39.0,0.77,DONG,0.955951
116,2026-01-12 21:41:41,NGUYỄN TRUNG TÍN - AN DƯƠNG VƯƠNG,30.0,39.0,0.77,DONG,0.955951
117,2026-01-12 21:41:41,CHƯƠNG DƯƠNG - AN DƯƠNG VƯƠNG,30.0,39.0,0.77,DONG,0.955951
118,2026-01-12 21:41:41,NGUYỄN THỊ ĐỊNH -TRẦN VĂN ƠN,24.0,37.0,0.65,DONG,1.0
119,2026-01-12 21:41:41,TRƯỜNG TIỂU HỌC NGÔ MÂY,24.0,37.0,0.65,DONG,1.0
120,2026-01-12 21:41:41,THPT NGUYỄN THÁI HỌC,24.0,37.0,0.65,DONG,0.990113
121,2026-01-12 21:41:41,NGUYỄN TẤT THÀNH - LÊ HỒNG PHONG,39.0,39.0,1.0,THOANG,1.0
122,2026-01-12 21:41:41,NGUYỄN THIỆP,15.0,23.0,0.65,DONG,0.89
123,2026-01-12 21:41:41,BỆNH VIỆN ĐA KHOA TỈNH BÌNH ĐỊNH,22.0,34.0,0.65,DONG,0.93289
124,2026-01-12 21:41:41,NGỌC HÂN CÔNG CHÚA,31.0,40.0,0.78,DONG,0.959261
125,2026-01-12 21:41:41,DIÊN HỒNG - TRƯỜNG CHINH,24.0,37.0,0.65,DONG,1.0
126,2026-01-13 06:00:00,NGÃ 5 ĐỐNG ĐA,52.0,52.0,1.0,THOANG,1.0
127,2026-01-13 06:00:00,HOÀNG VĂN THỤ - TâY SƠN,49.0,49.0,1.0,THOANG,1.0
128,2026-01-13 06:00:00,VÒNG XOAY QUẢNG TRƯỜNG NTT,39.0,39.0,1.0,THOANG,1.0
129,2026-01-13 06:00:00,VÒNG XOAY NGUYỄN THÁI HỌC,39.0,39.0,1.0,THOANG,1.0
130,2026-01-13 06:00:00,NGÃ 3 THÁP ĐÔI,31.0,39.0,0.79,DONG,0.796713
131,2026-01-13 06:00:00,NGUYỄN THỊ ĐỊNH - TRẦN QUANG KHẢI,49.0,49.0,1.0,THOANG,1.0
132,2026-01-13 06:00:00,NGUYỄN THÁI HỌC - LÊ DUẨN,27.0,38.0,0.71,DONG,0.908144
133,2026-01-13 06:00:00,TĂNG BẠT HỔ - PHAN CHU TRINH,27.0,33.0,0.82,THOANG,0.783334
134,2026-01-13 06:00:00,PHỐ ẨM THỰC PHAN BỘI CHÂU,31.0,39.0,0.79,DONG,0.796713
135,2026-01-13 06:00:00,HAI BÀ TRƯNG - LÊ THÁNH TÔNG,27.0,33.0,0.82,THOANG,0.783334
136,2026-01-13 06:00:00,NGUYỄN HUỆ,31.0,39.0,0.79,DONG,0.796713
137,2026-01-13 06:00:00,CHU VĂN AN - NGUYỄN TẤT THÀNH,39.0,39.0,1.0,THOANG,1.0
138,2026-01-13 06:00:00,HÀ HUY TẬP - ĐÔ ĐỐC BẢO,39.0,39.0,1.0,THOANG,1.0
139,2026-01-13 06:00:00,ĐẠI HỌC QUY NHƠN,39.0,39.0,1.0,THOANG,1.0
140,2026-01-13 06:00:00,VÕ THỊ YẾN - TRẦN VĂN ƠN,39.0,39.0,1.0,THOANG,1.0
141,2026-01-13 06:00:00,NGUYỄN TRUNG TÍN - AN DƯƠNG VƯƠNG,39.0,39.0,1.0,THOANG,1.0
142,2026-01-13 06:00:00,CHƯƠNG DƯƠNG - AN DƯƠNG VƯƠNG,39.0,39.0,1.0,THOANG,1.0
143,2026-01-13 06:00:00,NGUYỄN THỊ ĐỊNH -TRẦN VĂN ƠN,27.0,38.0,0.71,DONG,0.908144
144,2026-01-13 06:00:00,TRƯỜNG TIỂU HỌC NGÔ MÂY,27.0,38.0,0.71,DONG,0.908144
145,2026-01-13 06:00:00,THPT NGUYỄN THÁI HỌC,26.0,37.0,0.7,DONG,0.935462
146,2026-01-13 06:00:00,NGUYỄN TẤT THÀNH - LÊ HỒNG PHONG,39.0,39.0,1.0,THOANG,1.0
147,2026-01-13 06:00:00,NGUYỄN THIỆP,23.0,23.0,1.0,THOANG,1.0
148,2026-01-13 06:00:00,BỆNH VIỆN ĐA KHOA TỈNH BÌNH ĐỊNH,27.0,33.0,0.82,THOANG,0.783334
149,2026-01-13 06:00:00,NGỌC HÂN CÔNG CHÚA,31.0,39.0,0.79,DONG,0.796713
150,2026-01-13 06:00:00,DIÊN HỒNG - TRƯỜNG CHINH,27.0,38.0,0.71,DONG,0.908144
151,2026-01-13 06:20:21,NGÃ 5 ĐỐNG ĐA,52.0,52.0,1.0,THOANG,1.0
152,2026-01-13 06:20:21,HOÀNG VĂN THỤ - TâY SƠN,49.0,49.0,1.0,THOANG,1.0
153,2026-01-13 06:20:21,VÒNG XOAY QUẢNG TRƯỜNG NTT,30.0,38.0,0.79,DONG,0.882381
154,2026-01-13 06:20:21,VÒNG XOAY NGUYỄN THÁI HỌC,39.0,39.0,1.0,THOANG,1.0
155,2026-01-13 06:20:21,NGÃ 3 THÁP ĐÔI,31.0,39.0,0.79,DONG,0.837969
156,2026-01-13 06:20:21,NGUYỄN THỊ ĐỊNH - TRẦN QUANG KHẢI,49.0,49.0,1.0,THOANG,1.0
157,2026-01-13 06:20:21,NGUYỄN THÁI HỌC - LÊ DUẨN,26.0,37.0,0.7,DONG,0.87
158,2026-01-13 06:20:21,TĂNG BẠT HỔ - PHAN CHU TRINH,34.0,34.0,1.0,THOANG,1.0
159,2026-01-13 06:20:21,PHỐ ẨM THỰC PHAN BỘI CHÂU,31.0,39.0,0.79,DONG,0.837969
160,2026-01-13 06:20:21,HAI BÀ TRƯNG - LÊ THÁNH TÔNG,34.0,34.0,1.0,THOANG,1.0
161,2026-01-13 06:20:21,NGUYỄN HUỆ,31.0,39.0,0.79,DONG,0.837969
162,2026-01-13 06:20:21,CHU VĂN AN - NGUYỄN TẤT THÀNH,30.0,38.0,0.79,DONG,0.882381
163,2026-01-13 06:20:21,HÀ HUY TẬP - ĐÔ ĐỐC BẢO,39.0,39.0,1.0,THOANG,1.0
164,2026-01-13 06:20:21,ĐẠI HỌC QUY NHƠN,30.0,38.0,0.79,DONG,0.882381
165,2026-01-13 06:20:21,VÕ THỊ YẾN - TRẦN VĂN ƠN,30.0,38.0,0.79,DONG,0.882381
166,2026-01-13 06:20:21,NGUYỄN TRUNG TÍN - AN DƯƠNG VƯƠNG,30.0,38.0,0.79,DONG,0.882656
167,2026-01-13 06:20:21,CHƯƠNG DƯƠNG - AN DƯƠNG VƯƠNG,30.0,38.0,0.79,DONG,0.882656
168,2026-01-13 06:20:21,NGUYỄN THỊ ĐỊNH -TRẦN VĂN ƠN,26.0,37.0,0.7,DONG,0.84
169,2026-01-13 06:20:21,TRƯỜNG TIỂU HỌC NGÔ MÂY,26.0,37.0,0.7,DONG,0.84
170,2026-01-13 06:20:21,THPT NGUYỄN THÁI HỌC,24.0,38.0,0.63,DONG,0.9
171,2026-01-13 06:20:21,NGUYỄN TẤT THÀNH - LÊ HỒNG PHONG,39.0,39.0,1.0,THOANG,1.0
172,2026-01-13 06:20:21,NGUYỄN THIỆP,23.0,23.0,1.0,THOANG,1.0
173,2026-01-13 06:20:21,BỆNH VIỆN ĐA KHOA TỈNH BÌNH ĐỊNH,34.0,34.0,1.0,THOANG,1.0
174,2026-01-13 06:20:21,NGỌC HÂN CÔNG CHÚA,31.0,39.0,0.79,DONG,0.837969
175,2026-01-13 06:20:21,DIÊN HỒNG - TRƯỜNG CHINH,26.0,37.0,0.7,DONG,0.84
176,2026-01-13 06:40:45,NGÃ 5 ĐỐNG ĐA,52.0,52.0,1.0,THOANG,1.0
177,2026-01-13 06:40:45,HOÀNG VĂN THỤ - TâY SƠN,49.0,49.0,1.0,THOANG,1.0
178,2026-01-13 06:40:45,VÒNG XOAY QUẢNG TRƯỜNG NTT,30.0,39.0,0.77,DONG,0.935619
179,2026-01-13 06:40:45,VÒNG XOAY NGUYỄN THÁI HỌC,39.0,39.0,1.0,THOANG,1.0
180,2026-01-13 06:40:45,NGÃ 3 THÁP ĐÔI,29.0,39.0,0.74,DONG,0.90465
181,2026-01-13 06:40:45,NGUYỄN THỊ ĐỊNH - TRẦN QUANG KHẢI,49.0,49.0,1.0,THOANG,1.0
182,2026-01-13 06:40:45,NGUYỄN THÁI HỌC - LÊ DUẨN,19.0,38.0,0.5,KET_XE,0.970945
183,2026-01-13 06:40:45,TĂNG BẠT HỔ - PHAN CHU TRINH,24.0,34.0,0.71,DONG,0.948652
184,2026-01-13 06:40:45,PHỐ ẨM THỰC PHAN BỘI CHÂU,29.0,39.0,0.74,DONG,0.90465
185,2026-01-13 06:40:45,HAI BÀ TRƯNG - LÊ THÁNH TÔNG,24.0,34.0,0.71,DONG,0.948652
186,2026-01-13 06:40:45,NGUYỄN HUỆ,29.0,39.0,0.74,DONG,0.90465
187,2026-01-13 06:40:45,CHU VĂN AN - NGUYỄN TẤT THÀNH,30.0,39.0,0.77,DONG,0.935619
188,2026-01-13 06:40:45,HÀ HUY TẬP - ĐÔ ĐỐC BẢO,39.0,39.0,1.0,THOANG,1.0
189,2026-01-13 06:40:45,ĐẠI HỌC QUY NHƠN,30.0,39.0,0.77,DONG,0.935619
190,2026-01-13 06:40:45,VÕ THỊ YẾN - TRẦN VĂN ƠN,30.0,39.0,0.77,DONG,0.935619
191,2026-01-13 06:40:45,NGUYỄN TRUNG TÍN - AN DƯƠNG VƯƠNG,30.0,39.0,0.77,DONG,0.935619
192,2026-01-13 06:40:45,CHƯƠNG DƯƠNG - AN DƯƠNG VƯƠNG,30.0,39.0,0.77,DONG,0.935619
193,2026-01-13 06:40:45,NGUYỄN THỊ ĐỊNH -TRẦN VĂN ƠN,19.0,38.0,0.5,KET_XE,0.970945
194,2026-01-13 06:40:45,TRƯỜNG TIỂU HỌC NGÔ MÂY,19.0,38.0,0.5,KET_XE,0.970945
195,2026-01-13 06:40:45,THPT NGUYỄN THÁI HỌC,21.0,38.0,0.55,DONG,0.93
196,2026-01-13 06:40:45,NGUYỄN TẤT THÀNH - LÊ HỒNG PHONG,39.0,39.0,1.0,THOANG,1.0
197,2026-01-13 06:40:45,NGUYỄN THIỆP,23.0,23.0,1.0,THOANG,1.0
198,2026-01-13 06:40:45,BỆNH VIỆN ĐA KHOA TỈNH BÌNH ĐỊNH,24.0,34.0,0.71,DONG,0.948652
199,2026-01-13 06:40:45,NGỌC HÂN CÔNG CHÚA,29.0,40.0,0.72,DONG,0.904023
200,2026-01-13 06:40:45,DIÊN HỒNG - TRƯỜNG CHINH,19.0,37.0,0.51,DONG,0.971399
201,2026-01-13 07:01:07,NGÃ 5 ĐỐNG ĐA,52.0,52.0,1.0,THOANG,1.0
202,2026-01-13 07:01:07,HOÀNG VĂN THỤ - TâY SƠN,49.0,49.0,1.0,THOANG,1.0
203,2026-01-13 07:01:07,VÒNG XOAY QUẢNG TRƯỜNG NTT,39.0,39.0,1.0,THOANG,1.0
204,2026-01-13 07:01:07,VÒNG XOAY NGUYỄN THÁI HỌC,31.0,39.0,0.79,DONG,0.880254
205,2026-01-13 07:01:07,NGÃ 3 THÁP ĐÔI,28.0,39.0,0.72,DONG,0.934657
206,2026-01-13 07:01:07,NGUYỄN THỊ ĐỊNH - TRẦN QUANG KHẢI,49.0,49.0,1.0,THOANG,1.0
207,2026-01-13 07:01:07,NGUYỄN THÁI HỌC - LÊ DUẨN,20.0,38.0,0.53,DONG,0.99
208,2026-01-13 07:01:07,TĂNG BẠT HỔ - PHAN CHU TRINH,22.0,34.0,0.65,DONG,0.966762
209,2026-01-13 07:01:07,PHỐ ẨM THỰC PHAN BỘI CHÂU,28.0,39.0,0.72,DONG,0.934657
210,2026-01-13 07:01:07,HAI BÀ TRƯNG - LÊ THÁNH TÔNG,22.0,34.0,0.65,DONG,0.966762
211,2026-01-13 07:01:07,NGUYỄN HUỆ,28.0,39.0,0.72,DONG,0.934657
212,2026-01-13 07:01:07,CHU VĂN AN - NGUYỄN TẤT THÀNH,39.0,39.0,1.0,THOANG,1.0
213,2026-01-13 07:01:07,HÀ HUY TẬP - ĐÔ ĐỐC BẢO,31.0,39.0,0.79,DONG,0.880254
214,2026-01-13 07:01:07,ĐẠI HỌC QUY NHƠN,39.0,39.0,1.0,THOANG,1.0
215,2026-01-13 07:01:07,VÕ THỊ YẾN - TRẦN VĂN ƠN,39.0,39.0,1.0,THOANG,1.0
216,2026-01-13 07:01:07,NGUYỄN TRUNG TÍN - AN DƯƠNG VƯƠNG,39.0,39.0,1.0,THOANG,1.0
217,2026-01-13 07:01:07,CHƯƠNG DƯƠNG - AN DƯƠNG VƯƠNG,39.0,39.0,1.0,THOANG,1.0
218,2026-01-13 07:01:07,NGUYỄN THỊ ĐỊNH -TRẦN VĂN ƠN,20.0,38.0,0.53,DONG,0.99
219,2026-01-13 07:01:07,TRƯỜNG TIỂU HỌC NGÔ MÂY,21.0,37.0,0.57,DONG,0.99
220,2026-01-13 07:01:07,THPT NGUYỄN THÁI HỌC,23.0,37.0,0.62,DONG,0.977302
221,2026-01-13 07:01:07,NGUYỄN TẤT THÀNH - LÊ HỒNG PHONG,31.0,38.0,0.82,THOANG,0.880254
222,2026-01-13 07:01:07,NGUYỄN THIỆP,23.0,23.0,1.0,THOANG,1.0
223,2026-01-13 07:01:07,BỆNH VIỆN ĐA KHOA TỈNH BÌNH ĐỊNH,22.0,34.0,0.65,DONG,0.966762
224,2026-01-13 07:01:07,NGỌC HÂN CÔNG CHÚA,28.0,39.0,0.72,DONG,0.938871
225,2026-01-13 07:01:07,DIÊN HỒNG - TRƯỜNG CHINH,21.0,37.0,0.57,DONG,0.99
226,2026-01-13 07:21:29,NGÃ 5 ĐỐNG ĐA,52.0,52.0,1.0,THOANG,1.0
